Judul,Isi,Tanggal,Kategori
Daftar 3 Lapangan Usaha Paling Banyak Buka Lowongan,"Badan Pusat Statistik (BPS) mencatat ada tiga lapangan usaha yang paling banyak membuka lowongan per Agustus 2024. Hal ini tercermin dari penyerapan tenaga kerja yang dilakukan selama periode tersebut.
Berdasarkan data BPS, ketiga lapangan usaha itu adalah pertanian, kehutanan, dan perikanan; perdagangan besar dan eceran, reparasi dan perawatan mobil dan sepeda motor; serta industri pengolahan.
""Tiga lapangan usaha dengan jumlah tenaga kerja terbanyak adalah pertanian, perdagangan dan industri pengolahan,"" ujar Plt. Kepala BPS Amalia Adininggar Widyasanti dalam konferensi pers, Selasa (5/11).
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Pertanian, kehutanan dan perikanan berhasil menyerap tenaga kerja sebanyak 1,31 juta orang. Lalu, perdagangan besar dan eceran, reparasi dan perawatan mobil dan sepeda motor berhasil menyerap 780 ribu orang.

Lalu, lapangan usaha Industri Pengolahan selama setahun terakhir berhasil menyerap sebanyak 660 ribu orang.
Sementara, lapangan usaha paling sedikit menyerap tenaga kerja adalah pengadaan listrik dan gas yang hanya menyerap 40 ribu orang, serta treatment air, sampah dan daur ulang hanya menyerap 70 ribu orang.
Secara umum, BPS mencatat penduduk yang masuk dalam kategori angkatan kerja sebanyak 4,40 juta orang. Namun, yang bekerja hanya 4,79 juta orang dan sisanya 7,47 juta orang menganggur hingga periode Agustus 2024.
Sementara, untuk rata-rata upah buruh per Agustus 2024 tercatat sebesar Rp3,27 juta per bulan. Angka ini naik 2,81 persen dari sebelumnya Rp3,18 juta per bulan pada Agustus 2023.
[Gambas:Video CNN]","Selasa, 05 Nov 2024 18:31 WIB",Kategori tidak ditemukan
Prabowo Resmi Hapus Utang Macet UMKM,"Presiden Prabowo Subianto resmi menghapus utang macet di masa lalu UMKM, petani dan nelayan di Indonesia. Kebijakan itu tertuang dalam PP Nomor 47 Tahun 2024 yang diteken pada hari ini, Selasa (5/11).
""Saya akan menandatangani PP nomor 47 Tahun 2024 tanggal 5 November 2024 tentang Penghapusan Piutang macet kepada usaha mikro kecil dan mencegah dalam bidang pertanian perkebunan peternakan perikanan dan kelautan serta UMKM lainnya,"" kata Prabowo di Istana Merdeka Jakarta, Selasa (5/11).
Prabowo menyebut keputusan itu ia ambil usai mendengar banyak aspirasi dari kelompok tani hingga UMKM. Ia berharap kebijakan itu dapat membantu rakyat, khususnya produsen yang bekerja di bidang pertanian UMKM dan nelayan yang merupakan produsen pangan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Mereka dapat meneruskan usaha-usaha mereka, dan mereka bisa lebih berdaya guna untuk bangsa dan negara,"" kata dia.

Adapun perihal hal-hal teknis seperti persyaratan untuk penghapusan kredit atau utang macet akan didetailkan melalui aturan di kementerian/lembaga terkait.
Prabowo pun berdoa agar seluruh petani dan nelayan UMKM di seluruh Indonesia dapat bekerja dengan tenang pasca aturan itu diterbitkan.
""Dan dengan keyakinan bahwa rakyat Indonesia menghormati dan menghargai para produsen pangan yang sangat penting bagi kehidupan bangsa dan negara,"" ujar Prabowo.

Sebelumnya, Kepala Eksekutif Pengawas Perbankan Otoritas Jasa Keuangan (OJK) Dian Ediana Rae mengatakan kerugian yang ditanggung oleh bank-bank milik negara maupun lembaga jasa keuangan (LJK) non-BUMN tidak termasuk kerugian negara jika mengacu Undang Undang Pengembangan dan Penguatan Sektor Keuangan (UU P2SK).
Ia menjelaskan bagi bank-bank swasta atau non-BUMN mungkin telah terbiasa melakukan penghapusan utang. Namun, hal ini tergolong baru bagi BRI Cs.
Karena itu, OJK berharap agar rancangan peraturan pemerintah (RPP) dapat memberikan ketentuan khusus ke depannya.
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 18:18 WIB",Kategori tidak ditemukan
Gaji Basuki Melesat dari Rp18 Juta ke Rp172 Juta Usai Jadi Kepala OIKN,"Presiden Prabowo Subianto resmi melantik Basuki Hadimuljono sebagai Kepala Otorita Ibu Kota Nusantara (OIKN) di Istana Negara, Jakarta, Selasa (5/11).
Pengangkatan Basuki, yang sebelumnya menjabat sebagai Pelaksana Tugas (Plt) Kepala Otorita IKN sejak Juni 2024, dilakukan berdasarkan Keputusan Presiden (Keppres) Nomor 151/P tahun 2024 yang ditekan pada 4 November.
Basuki menggantikan Bambang Susantono, Kepala Otorita IKN periode 2022-2027, yang mengundurkan diri.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Dengan pelantikan ini, berapa besaran gaji yang akan diterima Basuki Hadimuljono saat menjabat sebagai kepala OIKN?

Basuki Hadimuljono kini menerima gaji sebesar Rp172,7 juta per bulan sejak menjabat sebagai Kepala Otorita Ibu Kota Nusantara (OIKN), naik signifikan dari penghasilannya sebagai Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR), yang berada di angka Rp18,6 juta per bulan.
Kenaikan gaji ini berdasarkan Peraturan Presiden (Perpres) Nomor 13 Tahun 2023 tentang Hak Keuangan dan Fasilitas Lainnya bagi Kepala dan Wakil Kepala Otorita IKN.
Beleid tersebut diteken oleh Presiden Joko Widodo (Jokowi) pada Januari 2023 dan mengatur besaran gaji dan fasilitas bagi pimpinan OIKN sejak tanggal pelantikan.
Rincian gaji Kepala OIKN dalam lampiran perpres ini menunjukkan komponen penghasilan yang cukup besar.


Basuki menerima gaji pokok sebesar Rp5,04 juta, tunjangan melekat sebesar Rp648 ribu, tunjangan jabatan Rp13,6 juta, dan tunjangan kinerja mencapai Rp153,42 juta. Jika dijumlahkan total gaji mencapai Rp172,7 juta per bulan.
Selain itu, Kepala OIKN juga mendapatkan fasilitas dana operasional senilai Rp178 juta per bulan, menambah tunjangan yang disesuaikan dengan tanggung jawab besar yang diemban.
Tak hanya itu, kepala OIKN juga memperoleh berbagai fasilitas, termasuk kendaraan dinas, rumah jabatan, dan asuransi kesehatan yang ditanggung negara.

Sebelum menduduki posisi ini, sebagai menteri PUPR, Basuki menerima gaji yang diatur berdasarkan PP Nomor 60 Tahun 2000 tentang Hak Keuangan/Administratif Menteri Negara.
Besaran gaji menteri tersebut terdiri dari gaji pokok Rp5,04 juta dan tunjangan jabatan Rp13,6 juta, sehingga totalnya sekitar Rp18,6 juta per bulan, belum termasuk tunjangan operasional yang disesuaikan dengan kemampuan anggaran kementerian.
[Gambas:Video CNN]

","Selasa, 05 Nov 2024 18:12 WIB",Kategori tidak ditemukan
Daftar 10 Pekerjaan dengan Gaji Tertinggi di RI,"Badan Pusat Statistik (BPS) mencatat ada 10 pekerjaan yang memberikan rata-rata gaji tertinggi di Indonesia, salah satunya sektor pertambangan hingga konstruksi.
Berdasarkan data BPS per Agustus, rata-rata upah tertinggi di Indonesia adalah pekerjaan di sektor pertambangan sebesar Rp5,23 juta per bulan, lalu disusul kategori aktivitas keuangan dan asuransi sebesar Rp5,08 juta per bulan.
Sedangkan, upah terendah adalah buruh di sektor aktivitas jasa lainnya sebesar Rp1,74 juta per bulan, dan pertanian yang hanya memberikan rata-rata upah sebesar Rp2,24 juta per bulan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Secara umum, rata-rata upah buruh per Agustus 2024 sebesar Rp3,27 juta per bulan. Angka ini naik 2,81 persen dari sebelumnya Rp3,18 juta per bulan pada Agustus 2023.

""Kalau kita bandingkan antara Agustus 2024 terhadap Agustus 2023, ini terjadi kenaikan upah buruh sebesar 2,81 persen,"" ujar Plt. Kepala BPS Amalia Adininggar Widyasanti dalam konferensi pers, Selasa (5/11).
Berikut daftar 10 pekerjaan yang memberikan upah tertinggi di Indonesia:
1. Pertambangan Rp5,23 juta per bulan2. Aktivitas Keuangan dan Asuransi Rp5,08 juta per bulan3. Informasi dan Komunikasi Rp4,98 juta per bulan4. Pengadaan Listrik dan Gas Rp4,83 juta per bulan5. Real Estate Rp4,30 juta per bulan

6. Administrasi Pemerintahan Rp4,16 juta per bulan7. Aktivitas Profesional dan Perusahaan Rp4,14 juta per bulan8. Pengangkutan Rp3,98 juta per bulan9. Aktivitas Kesehatan Rp3,80 juta per bulan10. Konstruksi Rp3,29 juta per bulan.
[Gambas:Video CNN]","Selasa, 05 Nov 2024 17:58 WIB",Kategori tidak ditemukan
Indonesia Bakal Impor 1 Juta Sapi Perah Buat Makan Bergizi Gratis,"Kementerian Pertanian (Kementan) mengungkapkan Indonesia perlu mengimpor 1 juta ekor sapi perah untuk kebutuhan susu program Makan Bergizi Gratis dan kebutuhan susu regular. Jumlah itu merupakan akumulasi impor sapi pada 2025 -2029.
Hal itu diketahui dari paparan Menteri Pertanian Amran Sulaiman dalam rapat kerja dengan Komisi IV DPR, Selasa (5/11).
""Impor 1 juta ekor (2025-2029). Pelaksana: perusahaan swasta 55 perusahaan,"" demikian bunyi paparan Amran.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Dalam paparan tersebut juga dijelaskan impor dilakukan untuk memenuhi kebutuhan 8,5 juta ton susu pada 2029.

Jumlah itu terbagi atas kebutuhan susu reguler sebanyak 4,9 juta ton dan kebutuhan untuk program Makan Bergizi Gratis sebanyak 3,6 juta ton.
""Sumber (impor): Australia, Brazil, New Zealand, Amerika Serikat, dan Meksiko,"" bunyi paparan Amran.
Amran sebelumnya menegaskan pemerintah sedang berupaya meningkatkan produksi dan produktivitas ternak sapi, agar nantinya dapat memenuhi kebutuhan pangan untuk program pemerintahan selanjutnya, termasuk Makan Bergizi Gratis.
Ia pun mengatakan Indonesia bercita-cita menjadi pemasok pangan global pada 2033. Karenanya, peningkatan produksi pangan menjadi sangat penting. Dengan begitu impor pangan yang sempat meningkat karena fenomena El Nino bisa ditekan.

Ia pun telah melaporkan ke Presiden Prabowo Subianto bahwa ada pengusaha Vietnam berinvestasi peternakan sapi perah di Indonesia.
""Yang kedua, ada investor dari Vietnam untuk sapi perah,"" kata Amran di Istana Kepresidenan Jakarta, Kamis (31/10).
Amran menyebut Kementan akan mengawal agar proses investasi itu berjalan dengan mudah. Kendati, Amran masih enggan membocorkan nilai total dari rencana investasi tersebut.
""Nanti kami sampaikan,"" imbuhnya.
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 17:45 WIB",Kategori tidak ditemukan
Luhut Akan Gelar Rapat Dewan Ekonomi Sikapi Pemenang Pilpres AS,"Ketua Dewan Ekonomi Nasional (DEN) Luhut Binsar Pandjaitan akan menggelar rapat untuk menyikapi hasil pemilihan presiden Amerika Serikat (Pilpres AS) yang digelar hari ini.
Luhut mengatakan rapat digelar setelah pemungutan suara di AS dilakukan. Ia berkata kemungkinan rapat tersebut digelar hari ini.
""Ya ada nanti. Nanti sore lah, nanti siang selesai laporan,"" kata Luhut di Istana Kepresidenan Jakarta, Selasa (5/11).
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Terpisah, Wakil Ketua DEN Mari Elka Pangestu berkata pihaknya sudah membuat analisis berkaitan dengan Pilpres AS. Analisis itu menyangkut kebijakan ekonomi Indonesia pascapilpres AS.

Mari Elka mengaku belum bisa membeberkan hasil analisis itu ke publik. DEN hendak melaporkan analisis itu ke Presiden Prabowo Subianto.
""Dalam tujuan bagaimana sebaik mungkin Indonesia mengantisipasi hasilnya, kita sudah membuat analisa dan akan kita sampaikan ke presiden,"" ujar Mari Elka.
Pilpres AS akan dilaksanakan hari ini. Dua calon presiden berhadapan memperebutkan kursi tertinggi di pemerintahan Amerika Serikat.
Partai Demokrat diwakili calon presiden yang juga wakil presiden saat ini, Kamala Harrris. Sementara itu, Partai Republik diwakili calon presiden yang juga mantan presiden AS Donald Trump.
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 17:20 WIB",Kategori tidak ditemukan
Basuki Sebut Jokowi Ingin Sering Berkunjung ke IKN Pasca Lengser,"Kepala Otorita Ibu Kota Nusantara (OIKN) Basuki Hadimuljono menyebut Presiden ke-7 Joko Widodo masih berkeinginan untuk kerap berkunjung ke Ibu Kota Nusantara (IKN) Kalimantan Timur meski sudah tak jadi RI-1 lagi.
""Terakhir beliau waktu saya komunikasi dengan beliau dua hari yang lalu, saya bilang, 'pak bapak enggak ke sana [IKN], 'oh iya,"" kata Basuki di Istana Kepresidenan Jakarta, Selasa (5/11).
Namun Basuki masih belum bisa mengkonfirmasi atau membeberkan detil jadwal Jokowi berkunjung ke megaproyek di Kalimantan Timur itu.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Di sisi lain Basuki menyebut ia juga masih akan berdiskusi sesekali dengan Jokowi untuk membahas keberlanjutan IKN.

""Nanti kita lihat jadwalnya. Tapi beliau memang ingin lebih sering ke sana,"" ujarnya.
Jokowi sebelumnya juga mengaku bakal rutin berkunjung ke IKN meski telah purnatugas dari jabatannya sebagai Presiden per 20 Oktober 2024.
Jokowi pun berharap ke depan Istana Negara yang ia resmikan sebelum lengser akan menjadi tempat untuk acara-acara kenegaraan.
Jokowi pun memamerkan dari segi kualitas bangunan, Istana Negara di IKN menurutnya sudah bagus. Sementara Istana Garuda masih dalam tahap penyelesaian dan ditargetkan rampung keseluruhan pada November 2024.
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 17:13 WIB",Kategori tidak ditemukan
Amran Janji Mundur dari Mentan Jika Gagal Berantas Mafia Impor Pangan,"Andi Amran Sulaiman berjanji akan mengundurkan diri dari kursi menteri pertanian (mentan) jika gagal memberantas mafia impor pangan.
""Mafia impor insyaAllah kalau kami temukan kami bereskan. Kalau aku tidak bisa bereskan, aku mundur,"" katanya dalam rapat kerja dengan Komisi IV, Selasa (5/11).
Amran mengatakan ia juga menindak tegas pegawai Kementerian Pertanian (Kementan) yang bermain curang. Ia pun memecat sejumlah bawahannya yang terbukti menerima suap proyek Rp10 miliar.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Kami panggil, ini buktinya kamu ambil yang kurang lebih Rp10 miliar,"" katanya.

Amran sebelumnya juga mencopot seorang pejabat Eselon II Kementan yang terbukti terlibat praktik korupsi.
Langkah ini diambil sebagai upaya menegakkan integritas dan transparansi di sektor pertanian, sejalan dengan arahan Presiden Prabowo Subianto untuk memberantas korupsi di seluruh jajaran pemerintahan.
Amran mengungkapkan pencopotan pejabat tersebut dilakukan setelah menerima sejumlah laporan terkait dugaan pelanggaran.
Ia juga menggarisbawahi pentingnya kolaborasi antara Kementerian Pertanian dan media dalam mengawasi praktik-praktik tidak etis di sektor pertanian.

Dalam kasus ini, Amran menjelaskan laporan yang diterimanya mencakup dugaan penerimaan uang sebesar Rp 700 juta, dengan Rp500 juta di antaranya diakui oleh pejabat terkait.
""Berkat informasi nomor kontak pengaduan yang disebarluaskan oleh media, kami menerima lebih dari 100 laporan, meskipun hanya 2 hingga 4 yang dapat dibuktikan,"" ujar Amran.
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 17:00 WIB",Kategori tidak ditemukan
"AHY 'Pulang' ke Kantor ATR/BPN, Beri 4 Tugas ke Nusron Wahid","Agus Harimurti Yudhoyono (AHY) menitipkan empat tugas kepada Menteri ATR/ Kepala BPN Nusron Wahid.
Hal itu disampaikan saat AHY berkunjung ke kantor tempatnya dulu bekerja sebagai menteri pada Selasa (5/11).
Saat ini, ia menjabat sebagai menteri koordinator infrastruktur dan pembangunan kewilayahan yang menaungi 5 kementerian, salah satunya ATR/BPN.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Senang sekali bisa kembali rumah kami, dulu. Tentunya terima kasih kepada Bapak Menteri ATR/BPN, Pak Nusron Wahid,"" ucap AHY dalam Konferensi Pers di Kementerian ATR/BPN, Jakarta Selatan, Selasa (5/11).

Tugas pertama yang diberikan AHY kepada Nusron adalah mempersiapkan panitia pengadaan tanah untuk menopang proyek-proyek dan pembangunan infrastruktur.
Nusron menyebut infrastruktur prioritas pemerintah mencakup urusan swasembada pangan, hilirisasi, serta pembangunan jalan tol dan pelabuhan. Ia menekankan ATR mesti segera memetakan dan menyiapkan panitia pengadaan tanahnya.
""Sumber tanahnya bisa tanah yang dari negara (dan) tanah yang terlantar. Atau juga mana kala dibutuhkan dan kepepet adalah tanah masyarakat, tentunya dengan ganti untung bukan ganti rugi,"" jelasnya.
Tugas kedua adalah mempercepat proses pengaturan tata ruang. Nusron menyebut setiap proyek infrastruktur pasti membutuhkan persetujuan kesesuaian kegiatan pemanfaatan ruang (PKKPR) yang selama ini prosesnya lambat.

Ketiga, AHY meminta Nusron Wahid mengkoordinasikan terkait rencana kebijakan one map policy serta one special planning policy.
""Yang keempat, kami diminta menyiapkan tambahan sumber daya manusia (SDM). Supaya kantor-kantor kami di bawah ATR/BPN, di kantor wilayah, kantor pertanahan itu dilengkapi dengan tenaga yang paham tentang tata ruang. Supaya tidak tersentralisasi di pusat,"" tutupnya.
[Gambas:Video CNN]
","Selasa, 05 Nov 2024 16:31 WIB",Kategori tidak ditemukan
"Pertumbuhan Ekonomi di Bawah 5 Persen, Prabowo Gelar Rapat di Istana","Presiden Prabowo Subianto menggelar rapat terbatas bersama Dewan Ekonomi Nasional (DEN) membahas pertumbuhan ekonomi Indonesia yang tak sampai 5 persen pada kuartal III 2024.
Dalam rapat itu, Prabowo ingin ada langkah menggenjot perekonomian di kuartal berikutnya. DEN memberi sejumlah masukan berdasarkan analisis yang telah dilakukan.
""Jadi bagaimana supaya di kuartal IV ini kita bisa melakukan langkah-langkah untuk menjaga pertumbuhan di kuartal IV. Lebih membicarakan itu sih,"" kata Wakil Ketua DEN Mari Elka Pangestu seusai rapat di Istana Kepresidenan Jakarta, Selasa (5/11).
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Salah satu saran DEN kepada Prabowo adalah peningkatan daya beli, khususnya untuk kelas menengah. Mari menyebut pelemahan daya beli kelas menengah menjadi pemicu rendahnya pertumbuhan konsumsi Indonesia.

Mari mengatakan pertumbuhan konsumsi di kalangan kelas menengah cuma 4,9 persen. Angka itu merupakan yang terendah dalam 13 tahun terakhir.
""Ada BLT Ini bagaimana mengatasi yang di kelas menengah ini. Itu nanti mungkin sedang dibahas lah, kira-kira programnya seperti apa,"" ujarnya.
Selain itu, ada dua faktor lainnya yang dibahas dalam rapat di istana. Pertama, belanja pemerintah. DEN menyarankan optimalisasi belanja pemerintah demi memicu pertumbuhan ekonomi.

Faktor kedua adalah investasi. DEN mengusulkan ke Prabowo agar investasi terus digenjot di waktu mendatang.
""Bagaimana meningkatkan memperbaiki iklim investasi karena tentunya untuk tumbuh lebih tinggi kita memerlukan investasi,"" ujar Mari.
Sebelumnya, Badan Pusat Statistik (BPS) mengumumkan pertumbuhan ekonomi Indonesia di kuartal III 4,95 persen. Angka itu menurun dari kuartal-kuartal sebelumnya. Secara kumulatif, laju ekonomi Januari-September 5,03 persen.
[Gambas:Video CNN]","Selasa, 05 Nov 2024 16:30 WIB",Kategori tidak ditemukan
Karyawan Boeing Akhiri Mogok Kerja usai Sepakat Gaji Naik 43 Persen,"Ribuan pekerja Boeing akhirnya mengakhiri mogok kerja yang berlangsung selama tujuh pekan usai menyetujui tawaran kenaikan gaji dari perusahaan.
Hal itu mengakhiri mogok kerja terlama dan termahal di Amerika Serikat (AS) selama lebih dari dua dekade terakhir.
Dalam pemungutan suara yang dilakukan Senin (4/11) lalu, 59 persen anggota serikat pekerja International Association of Machinists (IAM) setuju menerima kesepakatan dengan kenaikan gaji yang signifikan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Presiden Asosiasi Internasional Ahli Mesin dan Pekerja Dirgantara (IAM) lokal terbesar di Boeing, Jon Holden, menyebut kesepakatan ini sebagai pencapaian penting bagi para pekerja.

""Saya bangga dengan anggota kami. Ini adalah kemenangan besar. Mereka telah meraih banyak hal dan siap untuk kembali bekerja,"" ujar Holden.
Ia menambahkan banyak anggota yang merasa siap untuk mengakhiri aksi mogok dan kembali ke pekerjaan mereka.
Dalam kesepakatan baru ini, Boeing memberikan kenaikan gaji langsung sebesar 13 persen untuk para pekerja, yang akan diikuti dengan kenaikan 9 persen setiap tahun selama dua tahun berikutnya, dan tambahan 7 persen di tahun keempat.
Secara total, pekerja akan menerima kenaikan gaji lebih dari 43 persen selama masa kontrak.

Selain itu, mereka juga menerima bonus ratifikasi sebesar US$12 ribu atau senilai Rp188,7 juta (perkiraan kurs Rp15.730 per dolar AS), yang sebagian bisa dimasukkan ke dalam akun pensiun 401(k) mereka.
Namun, di balik kesepakatan tersebut, isu mengenai pengembalian program pensiun tradisional tetap menjadi sumber kekecewaan bagi sebagian pekerja.
Para pekerja sebelumnya kehilangan akses ke rencana pensiun manfaat pasti (defined benefit plan) pada 2014, dan meskipun Boeing meningkatkan kontribusi ke akun pensiun individu, perusahaan tetap menolak untuk mengembalikan program pensiun lama yang sebelumnya diinginkan oleh para pekerja.
""Banyak dari anggota kami masih berjuang untuk mengembalikan pensiun. Ini adalah perjuangan yang sah,"" ujar Holden, menyoroti sekitar 41 persen dari anggota serikat tetap menolak tawaran tersebut karena masalah ini.

CEO Boeing Kelly Ortberg menyambut baik kesepakatan yang dicapai. Ia juga meyakinkan perusahaan siap melangkah maju bersama para pekerja.
""Meskipun beberapa bulan terakhir sulit bagi kita semua, kita adalah bagian dari tim yang sama. Kami hanya bisa maju dengan mendengarkan dan bekerja bersama,"" ungkapnya.
Mogok kerja yang melibatkan sekitar 33 ribu pekerja ini memberikan dampak signifikan bagi Boeing dan industri penerbangan.
Kerugian Boeing diperkirakan mencapai US$6,5 miliar atau senilai Rp102,2 triliun akibat terhentinya produksi pesawat selama mogok kerja berlangsung, dan lebih dari US$11,5 miliar atau setara dengan Rp180,8 triliun bagi perekonomian AS secara keseluruhan.
Mogok kerja ini juga berdampak pada banyak pemasok Boeing di seluruh Amerika Serikat yang harus menghentikan produksi sementara.

Selain itu, industri penerbangan juga mengalami dampak langsung dari tertundanya pengiriman pesawat baru ke maskapai.
Perusahaan tidak hanya menunda produksi jet penumpang 737 Max, tetapi juga menunda pengiriman pesawat kargo, yang menjadi sumber pendapatan utama perusahaan.
Akibatnya, banyak maskapai harus menghadapi keterlambatan dalam jadwal penerimaan armada baru mereka, yang semakin memperpanjang masalah produksi dan kualitas yang dihadapi Boeing.
Dengan kesepakatan ini, para pekerja akan mulai kembali bekerja pada Rabu mendatang, di mana Ortberg berjanji berupaya membangun kembali hubungan dengan serikat pekerja dan meningkatkan kinerja perusahaan.
[Gambas:Video CNN]

","Selasa, 05 Nov 2024 22:06 WIB",Kategori tidak ditemukan
